C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\CrashReporter.ts: line 41, col 11, Warning - 'reportPath' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\CrashReporter.ts: line 99, col 11, Warning - 'processInfo' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\CrashReporter.ts: line 184, col 11, Warning - 'totalMemory' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\CrashReporter.ts: line 185, col 11, Warning - 'freeMemory' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\ErrorAnalytics.ts: line 10, col 3, Warning - 'ErrorLogQuery' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\ErrorAnalytics.ts: line 407, col 17, Warning - 'contextKey' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\ErrorLogger.ts: line 10, col 3, Warning - 'ErrorCategory' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\ErrorLogger.ts: line 11, col 3, Warning - 'ErrorCode' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\ErrorLogger.ts: line 404, col 47, Warning - 'filters' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\ErrorManager.ts: line 7, col 3, Warning - 'ErrorContext' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\ErrorManager.ts: line 12, col 3, Warning - 'RecoveryType' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\ErrorManager.ts: line 25, col 3, Warning - 'CrashReport' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\ErrorManager.ts: line 26, col 3, Warning - 'ErrorEvents' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\RecoveryManager.ts: line 9, col 3, Warning - 'ErrorHandlerResult' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\RecoveryManager.ts: line 10, col 3, Warning - 'ErrorHandlerAction' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\RecoveryManager.ts: line 201, col 23, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\index.ts: line 136, col 56, Warning - 'dialog' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\index.ts: line 204, col 60, Warning - 'context' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\index.ts: line 212, col 60, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\index.ts: line 216, col 59, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\index.ts: line 225, col 49, Warning - 'metrics' is defined but never used. (@typescript-eslint/no-unused-vars)
